Land,Ride,Wait Time,Local Time,Day of Week
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,55,2024-07-10 12:15:03.992553-07:00,Wednesday
Grizzly Peak,Grizzly River Run,55,2024-07-10 12:15:03.992553-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,60,2024-07-10 12:15:03.992553-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,85,2024-07-10 12:15:03.992553-07:00,Wednesday
Cars Land,Radiator Springs Racers,100,2024-07-10 12:15:03.992553-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 12:30:04.033750-07:00,Wednesday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-10 12:30:04.033750-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 12:30:04.033750-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-10 12:30:04.033750-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,15,2024-07-10 12:30:04.033750-07:00,Wednesday
Paradise Gardens Park,Golden Zephyr,15,2024-07-10 12:30:04.033750-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-10 12:30:04.033750-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-10 12:30:04.033750-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,25,2024-07-10 12:30:04.033750-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,35,2024-07-10 12:30:04.033750-07:00,Wednesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-10 12:30:04.033750-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-10 12:30:04.033750-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,45,2024-07-10 12:30:04.033750-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,45,2024-07-10 12:30:04.033750-07:00,Wednesday
Pixar Pier,Incredicoaster,50,2024-07-10 12:30:04.033750-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,55,2024-07-10 12:30:04.033750-07:00,Wednesday
Grizzly Peak,Grizzly River Run,55,2024-07-10 12:30:04.033750-07:00,Wednesday
Cars Land,Radiator Springs Racers,60,2024-07-10 12:30:04.033750-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,70,2024-07-10 12:30:04.033750-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 12:45:04.057584-07:00,Wednesday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-10 12:45:04.057584-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 12:45:04.057584-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-10 12:45:04.057584-07:00,Wednesday
Paradise Gardens Park,Golden Zephyr,15,2024-07-10 12:45:04.057584-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-10 12:45:04.057584-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,20,2024-07-10 12:45:04.057584-07:00,Wednesday
Grizzly Peak,Soarin' Around the World,25,2024-07-10 12:45:04.057584-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,25,2024-07-10 12:45:04.057584-07:00,Wednesday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-10 12:45:04.057584-07:00,Wednesday
Pixar Pier,Incredicoaster,35,2024-07-10 12:45:04.057584-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,35,2024-07-10 12:45:04.057584-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,40,2024-07-10 12:45:04.057584-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-10 12:45:04.057584-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,45,2024-07-10 12:45:04.057584-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,45,2024-07-10 12:45:04.057584-07:00,Wednesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",55,2024-07-10 12:45:04.057584-07:00,Wednesday
Grizzly Peak,Grizzly River Run,65,2024-07-10 12:45:04.057584-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,70,2024-07-10 12:45:04.057584-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,70,2024-07-10 12:45:04.057584-07:00,Wednesday
Cars Land,Radiator Springs Racers,85,2024-07-10 12:45:04.057584-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 13:00:04.019677-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 13:00:04.019677-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-10 13:00:04.019677-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-10 13:00:04.019677-07:00,Wednesday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-10 13:00:04.019677-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,20,2024-07-10 13:00:04.019677-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-10 13:00:04.019677-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,25,2024-07-10 13:00:04.019677-07:00,Wednesday
Pixar Pier,Incredicoaster,30,2024-07-10 13:00:04.019677-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,30,2024-07-10 13:00:04.019677-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-10 13:00:04.019677-07:00,Wednesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",40,2024-07-10 13:00:04.019677-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,45,2024-07-10 13:00:04.019677-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-10 13:00:04.019677-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,45,2024-07-10 13:00:04.019677-07:00,Wednesday
Grizzly Peak,Soarin' Around the World,50,2024-07-10 13:00:04.019677-07:00,Wednesday
Grizzly Peak,Grizzly River Run,65,2024-07-10 13:00:04.019677-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,80,2024-07-10 13:00:04.019677-07:00,Wednesday
Cars Land,Radiator Springs Racers,85,2024-07-10 13:00:04.019677-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 13:15:03.957515-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-10 13:15:03.957515-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 13:15:03.957515-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-10 13:15:03.957515-07:00,Wednesday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-10 13:15:03.957515-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,20,2024-07-10 13:15:03.957515-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,25,2024-07-10 13:15:03.957515-07:00,Wednesday
Pixar Pier,Incredicoaster,30,2024-07-10 13:15:03.957515-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,30,2024-07-10 13:15:03.957515-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,35,2024-07-10 13:15:03.957515-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,35,2024-07-10 13:15:03.957515-07:00,Wednesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",40,2024-07-10 13:15:03.957515-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,40,2024-07-10 13:15:03.957515-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,40,2024-07-10 13:15:03.957515-07:00,Wednesday
Grizzly Peak,Soarin' Around the World,50,2024-07-10 13:15:03.957515-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,50,2024-07-10 13:15:03.957515-07:00,Wednesday
Grizzly Peak,Grizzly River Run,65,2024-07-10 13:15:03.957515-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,75,2024-07-10 13:15:03.957515-07:00,Wednesday
Cars Land,Radiator Springs Racers,85,2024-07-10 13:15:03.957515-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 13:30:03.966572-07:00,Wednesday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-10 13:30:03.966572-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 13:30:03.966572-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-10 13:30:03.966572-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,20,2024-07-10 13:30:03.966572-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,20,2024-07-10 13:30:03.966572-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,30,2024-07-10 13:30:03.966572-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,30,2024-07-10 13:30:03.966572-07:00,Wednesday
Pixar Pier,Incredicoaster,35,2024-07-10 13:30:03.966572-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,35,2024-07-10 13:30:03.966572-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,40,2024-07-10 13:30:03.966572-07:00,Wednesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",40,2024-07-10 13:30:03.966572-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,40,2024-07-10 13:30:03.966572-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,40,2024-07-10 13:30:03.966572-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,50,2024-07-10 13:30:03.966572-07:00,Wednesday
Grizzly Peak,Grizzly River Run,55,2024-07-10 13:30:03.966572-07:00,Wednesday
Grizzly Peak,Soarin' Around the World,65,2024-07-10 13:30:03.966572-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,75,2024-07-10 13:30:03.966572-07:00,Wednesday
Cars Land,Radiator Springs Racers,85,2024-07-10 13:30:03.966572-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 13:45:03.902070-07:00,Wednesday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-10 13:45:03.902070-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 13:45:03.902070-07:00,Wednesday
Paradise Gardens Park,Golden Zephyr,15,2024-07-10 13:45:03.902070-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-10 13:45:03.902070-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,20,2024-07-10 13:45:03.902070-07:00,Wednesday
Cars Land,Luigi's Rollickin' Roadsters,25,2024-07-10 13:45:03.902070-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,30,2024-07-10 13:45:03.902070-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,30,2024-07-10 13:45:03.902070-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,35,2024-07-10 13:45:03.902070-07:00,Wednesday
Pixar Pier,Incredicoaster,35,2024-07-10 13:45:03.902070-07:00,Wednesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",40,2024-07-10 13:45:03.902070-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,40,2024-07-10 13:45:03.902070-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,40,2024-07-10 13:45:03.902070-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,40,2024-07-10 13:45:03.902070-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,45,2024-07-10 13:45:03.902070-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,45,2024-07-10 13:45:03.902070-07:00,Wednesday
Grizzly Peak,Grizzly River Run,55,2024-07-10 13:45:03.902070-07:00,Wednesday
Grizzly Peak,Soarin' Around the World,65,2024-07-10 13:45:03.902070-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,75,2024-07-10 13:45:03.902070-07:00,Wednesday
Cars Land,Radiator Springs Racers,90,2024-07-10 13:45:03.902070-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 14:00:04.486083-07:00,Wednesday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-10 14:00:04.486083-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 14:00:04.486083-07:00,Wednesday
Paradise Gardens Park,Golden Zephyr,15,2024-07-10 14:00:04.486083-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-10 14:00:04.486083-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,20,2024-07-10 14:00:04.486083-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-10 14:00:04.486083-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,25,2024-07-10 14:00:04.486083-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,30,2024-07-10 14:00:04.486083-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-10 14:00:04.486083-07:00,Wednesday
Cars Land,Luigi's Rollickin' Roadsters,35,2024-07-10 14:00:04.486083-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,35,2024-07-10 14:00:04.486083-07:00,Wednesday
Pixar Pier,Incredicoaster,35,2024-07-10 14:00:04.486083-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,40,2024-07-10 14:00:04.486083-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,45,2024-07-10 14:00:04.486083-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,45,2024-07-10 14:00:04.486083-07:00,Wednesday
Grizzly Peak,Grizzly River Run,55,2024-07-10 14:00:04.486083-07:00,Wednesday
Grizzly Peak,Soarin' Around the World,70,2024-07-10 14:00:04.486083-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,85,2024-07-10 14:00:04.486083-07:00,Wednesday
Cars Land,Radiator Springs Racers,90,2024-07-10 14:00:04.486083-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 14:15:03.796568-07:00,Wednesday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-10 14:15:03.796568-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 14:15:03.796568-07:00,Wednesday
Paradise Gardens Park,Golden Zephyr,10,2024-07-10 14:15:03.796568-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,15,2024-07-10 14:15:03.796568-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-10 14:15:03.796568-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,20,2024-07-10 14:15:03.796568-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-10 14:15:03.796568-07:00,Wednesday
Pixar Pier,Incredicoaster,25,2024-07-10 14:15:03.796568-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,25,2024-07-10 14:15:03.796568-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,35,2024-07-10 14:15:03.796568-07:00,Wednesday
Cars Land,Luigi's Rollickin' Roadsters,40,2024-07-10 14:15:03.796568-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,40,2024-07-10 14:15:03.796568-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,45,2024-07-10 14:15:03.796568-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-10 14:15:03.796568-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,45,2024-07-10 14:15:03.796568-07:00,Wednesday
Grizzly Peak,Grizzly River Run,55,2024-07-10 14:15:03.796568-07:00,Wednesday
Grizzly Peak,Soarin' Around the World,70,2024-07-10 14:15:03.796568-07:00,Wednesday
Cars Land,Radiator Springs Racers,80,2024-07-10 14:15:03.796568-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,85,2024-07-10 14:15:03.796568-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-10 14:30:03.832366-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 14:30:03.832366-07:00,Wednesday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-10 14:30:03.832366-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-10 14:30:03.832366-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 14:30:03.832366-07:00,Wednesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",10,2024-07-10 14:30:03.832366-07:00,Wednesday
Paradise Gardens Park,Golden Zephyr,10,2024-07-10 14:30:03.832366-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,10,2024-07-10 14:30:03.832366-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,15,2024-07-10 14:30:03.832366-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-10 14:30:03.832366-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,25,2024-07-10 14:30:03.832366-07:00,Wednesday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-10 14:30:03.832366-07:00,Wednesday
Pixar Pier,Incredicoaster,40,2024-07-10 14:30:03.832366-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,45,2024-07-10 14:30:03.832366-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,45,2024-07-10 14:30:03.832366-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,45,2024-07-10 14:30:03.832366-07:00,Wednesday
Cars Land,Radiator Springs Racers,70,2024-07-10 14:30:03.832366-07:00,Wednesday
Grizzly Peak,Grizzly River Run,70,2024-07-10 14:30:03.832366-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,70,2024-07-10 14:30:03.832366-07:00,Wednesday
Grizzly Peak,Soarin' Around the World,75,2024-07-10 14:30:03.832366-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,85,2024-07-10 14:30:03.832366-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 14:45:03.774044-07:00,Wednesday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-10 14:45:03.774044-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-10 14:45:03.774044-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 14:45:03.774044-07:00,Wednesday
Paradise Gardens Park,Golden Zephyr,10,2024-07-10 14:45:03.774044-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,10,2024-07-10 14:45:03.774044-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,15,2024-07-10 14:45:03.774044-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,20,2024-07-10 14:45:03.774044-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,20,2024-07-10 14:45:03.774044-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-10 14:45:03.774044-07:00,Wednesday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-10 14:45:03.774044-07:00,Wednesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",40,2024-07-10 14:45:03.774044-07:00,Wednesday
Pixar Pier,Incredicoaster,40,2024-07-10 14:45:03.774044-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,40,2024-07-10 14:45:03.774044-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,45,2024-07-10 14:45:03.774044-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,55,2024-07-10 14:45:03.774044-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,60,2024-07-10 14:45:03.774044-07:00,Wednesday
Cars Land,Radiator Springs Racers,70,2024-07-10 14:45:03.774044-07:00,Wednesday
Grizzly Peak,Grizzly River Run,70,2024-07-10 14:45:03.774044-07:00,Wednesday
Grizzly Peak,Soarin' Around the World,75,2024-07-10 14:45:03.774044-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,85,2024-07-10 14:45:03.774044-07:00,Wednesday
Paradise Gardens Park,Golden Zephyr,5,2024-07-10 15:00:03.719863-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 15:00:03.719863-07:00,Wednesday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-10 15:00:03.719863-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,10,2024-07-10 15:00:03.719863-07:00,Wednesday
Hollywood Land,Mickey's PhilharMagic,10,2024-07-10 15:00:03.719863-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,10,2024-07-10 15:00:03.719863-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,15,2024-07-10 15:00:03.719863-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-10 15:00:03.719863-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,20,2024-07-10 15:00:03.719863-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-10 15:00:03.719863-07:00,Wednesday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-10 15:00:03.719863-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,30,2024-07-10 15:00:03.719863-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,30,2024-07-10 15:00:03.719863-07:00,Wednesday
Pixar Pier,Incredicoaster,40,2024-07-10 15:00:03.719863-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,45,2024-07-10 15:00:03.719863-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,45,2024-07-10 15:00:03.719863-07:00,Wednesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",50,2024-07-10 15:00:03.719863-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,55,2024-07-10 15:00:03.719863-07:00,Wednesday
Cars Land,Radiator Springs Racers,70,2024-07-10 15:00:03.719863-07:00,Wednesday
Grizzly Peak,Soarin' Around the World,75,2024-07-10 15:00:03.719863-07:00,Wednesday
Grizzly Peak,Grizzly River Run,80,2024-07-10 15:00:03.719863-07:00,Wednesday
Paradise Gardens Park,Golden Zephyr,5,2024-07-10 15:15:03.908712-07:00,Wednesday
Pixar Pier,Games of Pixar Pier,5,2024-07-10 15:15:03.908712-07:00,Wednesday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-10 15:15:03.908712-07:00,Wednesday
Pixar Pier,Jumpin' Jellyfish,10,2024-07-10 15:15:03.908712-07:00,Wednesday
Cars Land,Mater's Junkyard Jamboree,15,2024-07-10 15:15:03.908712-07:00,Wednesday
Paradise Gardens Park,Silly Symphony Swings,15,2024-07-10 15:15:03.908712-07:00,Wednesday
Paradise Gardens Park,Goofy's Sky School,20,2024-07-10 15:15:03.908712-07:00,Wednesday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-10 15:15:03.908712-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-10 15:15:03.908712-07:00,Wednesday
Pixar Pier,Incredicoaster,25,2024-07-10 15:15:03.908712-07:00,Wednesday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-10 15:15:03.908712-07:00,Wednesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,30,2024-07-10 15:15:03.908712-07:00,Wednesday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-10 15:15:03.908712-07:00,Wednesday
Pixar Pier,Toy Story Midway Mania!,35,2024-07-10 15:15:03.908712-07:00,Wednesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",40,2024-07-10 15:15:03.908712-07:00,Wednesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,45,2024-07-10 15:15:03.908712-07:00,Wednesday
Grizzly Peak,Grizzly River Run,70,2024-07-10 15:15:03.908712-07:00,Wednesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,75,2024-07-10 15:15:03.908712-07:00,Wednesday
Cars Land,Radiator Springs Racers,90,2024-07-10 15:15:03.908712-07:00,Wednesday
